first_column,path_no,o_zone_id,d_zone_id,within_OD_path_no,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,OD_impact_flag,path_network_design_flag,toll,#_of_nodes,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,node_sequence,link_sequence,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence
,1555,624,2125,1,2,0,sov,PM,1.34,0,1,2,1,0,15,15.9,15.9243,15.9243,8.4185,624;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202923;2125;,201266AB;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.398425 33.646390, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1558,624,2142,0,1,0,sov,PM,0.79,0,1,2,2,0,7,15.5,15.4942,15.4942,5.2457,624;202732;202733;202735;202734;202796;2142;,201266AB;201103BA;201532BA;201102AB;detour-linkb;201603BA;,"LINESTRING (-112.398425 33.646390, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1559,624,2142,1,2,0,sov,PM,1.41,0,1,2,1,0,13,12.3,12.3376,12.3376,5.6878,624;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;2142;,201266AB;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.398425 33.646390, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1560,624,2146,0,1,0,sov,PM,0.84,0,1,2,2,0,10,17.7,17.6722,17.6722,7.6266,624;202732;202733;202735;202734;202796;202925;202924;202831;2146;,201266AB;201103BA;201532BA;201102AB;detour-linkb;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.398425 33.646390, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1561,624,2146,1,2,0,sov,PM,1.36,0,1,2,1,0,16,14.5,14.5155,14.5155,8.0688,624;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202831;2146;,201266AB;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.398425 33.646390, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1574,625,16,0,1,0,sov,PM,0.86,0,1,2,2,0,12,19,18.9519,18.9519,8.6766,625;202514;202515;202504;202735;202734;202796;202925;202924;202825;202824;202894;,201519AB;201501BA;201542AB;201533BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.391910 33.650741, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1575,625,16,1,2,0,sov,PM,1.34,0,1,2,1,0,18,15.8,15.7952,15.7952,9.1187,625;202514;202515;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;202824;202894;,201519AB;201501BA;201542AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.391910 33.650741, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1579,625,615,0,1,0,sov,PM,0.89,0,1,2,2,0,11,21.5,21.4869,21.4869,9.1074,625;202514;202515;202504;202735;202734;202796;202925;202924;202825;615;,201519AB;201501BA;201542AB;201533BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.391910 33.650741, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1580,625,615,1,2,0,sov,PM,1.31,0,1,2,1,0,17,18.3,18.3302,18.3302,9.5496,625;202514;202515;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;615;,201519AB;201501BA;201542AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.391910 33.650741, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1583,625,620,0,1,0,sov,PM,0.69,0,1,2,2,0,9,16.8,16.8358,16.8358,6.824,625;202514;202515;202504;202735;202734;202796;202904;620;,201519AB;201501BA;201542AB;201533BA;201102AB;detour-linkb;201061AB;201290BA;,"LINESTRING (-112.391910 33.650741, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.440810 33.682018, -112.433183 33.684132)",,,,
,1584,625,620,1,2,0,sov,PM,1.51,0,1,2,1,0,13,12.3,12.3474,12.3474,5.7348,625;202514;202515;202504;202735;202734;202580;202576;202575;202577;202790;202809;620;,201519AB;201501BA;201542AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201046BA;,"LINESTRING (-112.391910 33.650741, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.433183 33.684132)",,,,
,1612,625,2125,0,1,0,sov,PM,0.88,0,1,2,2,0,10,20.2,20.1603,20.1603,8.7636,625;202514;202515;202504;202735;202734;202796;202925;202923;2125;,201519AB;201501BA;201542AB;201533BA;201102AB;detour-linkb;201595BA;200821AB;201005BA;,"LINESTRING (-112.391910 33.650741, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1613,625,2125,1,2,0,sov,PM,1.32,0,1,2,1,0,16,17,17.0036,17.0036,9.2057,625;202514;202515;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202923;2125;,201519AB;201501BA;201542AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.391910 33.650741, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1616,625,2142,0,1,0,sov,PM,0.82,0,1,2,2,0,8,16.6,16.5736,16.5736,6.0329,625;202514;202515;202504;202735;202734;202796;2142;,201519AB;201501BA;201542AB;201533BA;201102AB;detour-linkb;201603BA;,"LINESTRING (-112.391910 33.650741, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1617,625,2142,1,2,0,sov,PM,1.38,0,1,2,1,0,14,13.4,13.4169,13.4169,6.475,625;202514;202515;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;2142;,201519AB;201501BA;201542AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.391910 33.650741, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1618,625,2146,0,1,0,sov,PM,0.86,0,1,2,2,0,11,18.8,18.7515,18.7515,8.4139,625;202514;202515;202504;202735;202734;202796;202925;202924;202831;2146;,201519AB;201501BA;201542AB;201533BA;201102AB;detour-linkb;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.391910 33.650741, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1619,625,2146,1,2,0,sov,PM,1.34,0,1,2,1,0,17,15.6,15.5948,15.5948,8.856,625;202514;202515;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202831;2146;,201519AB;201501BA;201542AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.391910 33.650741, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1635,626,16,0,1,0,sov,PM,0.88,0,1,2,2,0,12,20.3,20.2611,20.2611,9.113,626;202514;202515;202504;202735;202734;202796;202925;202924;202825;202824;202894;,201504AB;201501BA;201542AB;201533BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.376209 33.643504, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1636,626,16,1,2,0,sov,PM,1.32,0,1,2,1,0,18,17.1,17.1044,17.1044,9.5551,626;202514;202515;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;202824;202894;,201504AB;201501BA;201542AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.376209 33.643504, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1641,626,615,0,1,0,sov,PM,0.91,0,1,2,2,0,11,22.8,22.7961,22.7961,9.5438,626;202514;202515;202504;202735;202734;202796;202925;202924;202825;615;,201504AB;201501BA;201542AB;201533BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.376209 33.643504, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1642,626,615,1,2,0,sov,PM,1.29,0,1,2,1,0,17,19.6,19.6394,19.6394,9.9859,626;202514;202515;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;615;,201504AB;201501BA;201542AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.376209 33.643504, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1645,626,620,0,1,0,sov,PM,0.73,0,1,2,2,0,9,18.1,18.1449,18.1449,7.2604,626;202514;202515;202504;202735;202734;202796;202904;620;,201504AB;201501BA;201542AB;201533BA;201102AB;detour-linkb;201061AB;201290BA;,"LINESTRING (-112.376209 33.643504, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.440810 33.682018, -112.433183 33.684132)",,,,
,1646,626,620,1,2,0,sov,PM,2.17,0,1,2,1,0,13,13.7,13.6565,13.6565,6.1712,626;202514;202515;202504;202735;202734;202580;202576;202575;202577;202790;202809;620;,201504AB;201501BA;201542AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201046BA;,"LINESTRING (-112.376209 33.643504, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.433183 33.684132)",,,,
,1680,626,2125,0,1,0,sov,PM,0.89,0,1,2,2,0,10,21.5,21.4695,21.4695,9.2,626;202514;202515;202504;202735;202734;202796;202925;202923;2125;,201504AB;201501BA;201542AB;201533BA;201102AB;detour-linkb;201595BA;200821AB;201005BA;,"LINESTRING (-112.376209 33.643504, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1681,626,2125,1,2,0,sov,PM,1.31,0,1,2,1,0,16,18.3,18.3128,18.3128,9.6421,626;202514;202515;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202923;2125;,201504AB;201501BA;201542AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.376209 33.643504, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1684,626,2142,0,1,0,sov,PM,0.84,0,1,2,2,0,8,17.9,17.8828,17.8828,6.4693,626;202514;202515;202504;202735;202734;202796;2142;,201504AB;201501BA;201542AB;201533BA;201102AB;detour-linkb;201603BA;,"LINESTRING (-112.376209 33.643504, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1685,626,2142,1,2,0,sov,PM,1.36,0,1,2,1,0,14,14.7,14.7261,14.7261,6.9114,626;202514;202515;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;2142;,201504AB;201501BA;201542AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.376209 33.643504, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1686,626,2146,0,1,0,sov,PM,0.88,0,1,2,2,0,11,20.1,20.0607,20.0607,8.8503,626;202514;202515;202504;202735;202734;202796;202925;202924;202831;2146;,201504AB;201501BA;201542AB;201533BA;201102AB;detour-linkb;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.376209 33.643504, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1687,626,2146,1,2,0,sov,PM,1.32,0,1,2,1,0,17,16.9,16.904,16.904,9.2924,626;202514;202515;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202831;2146;,201504AB;201501BA;201542AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.376209 33.643504, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1701,627,16,0,1,0,sov,PM,0.87,0,1,2,2,0,12,19.5,19.5002,19.5002,8.7908,627;202525;202516;202504;202735;202734;202796;202925;202924;202825;202824;202894;,201490AB;201500BA;201541AB;201533BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.367910 33.645483, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1702,627,16,1,2,0,sov,PM,1.33,0,1,2,1,0,18,16.3,16.3435,16.3435,9.2329,627;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;202824;202894;,201490AB;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.367910 33.645483, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1706,627,615,0,1,0,sov,PM,0.9,0,1,2,2,0,11,22,22.0352,22.0352,9.2217,627;202525;202516;202504;202735;202734;202796;202925;202924;202825;615;,201490AB;201500BA;201541AB;201533BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.367910 33.645483, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1707,627,615,1,2,0,sov,PM,1.3,0,1,2,1,0,17,18.9,18.8785,18.8785,9.6638,627;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;615;,201490AB;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.367910 33.645483, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
