link_id,from_node_id,to_node_id,from_cell_code,time_period,volume,background_volume,major_path_volume,ratio_of_major_path_flow,geometry,notes
201093AB,633,202744,,0600_0900,1538.668,0.000,1538.668,1.000,"LINESTRING (-112.400890 33.629591, -112.393949 33.629728)",
201093AB,633,202744,,1000_1500,0.006,0.000,0.006,1.000,"LINESTRING (-112.400890 33.629591, -112.393949 33.629728)",
201093AB,633,202744,,1500_1800,0.004,0.000,0.004,1.000,"LINESTRING (-112.400890 33.629591, -112.393949 33.629728)",
201093BA,202744,633,,0600_0900,1565.131,0.000,1565.131,1.000,"LINESTRING (-112.394013 33.632934, -112.400954 33.632797)",
201093BA,202744,633,,1000_1500,0.033,0.000,0.033,1.000,"LINESTRING (-112.394013 33.632934, -112.400954 33.632797)",
201093BA,202744,633,,1500_1800,0.018,0.000,0.018,1.000,"LINESTRING (-112.394013 33.632934, -112.400954 33.632797)",
201102AB,202735,202734,,0600_0900,3772.126,0.000,3772.126,1.000,"LINESTRING (-112.389580 33.670633, -112.394492 33.675316)",
201102AB,202735,202734,,1000_1500,150.870,0.000,150.870,1.000,"LINESTRING (-112.389580 33.670633, -112.394492 33.675316)",
201102AB,202735,202734,,1500_1800,84.700,0.000,84.700,1.000,"LINESTRING (-112.389580 33.670633, -112.394492 33.675316)",
201102BA,202734,202735,,0600_0900,13401.596,0.000,13401.596,1.000,"LINESTRING (-112.396704 33.672996, -112.391792 33.668313)",
201102BA,202734,202735,,1000_1500,180.763,0.000,180.763,1.000,"LINESTRING (-112.396704 33.672996, -112.391792 33.668313)",
201102BA,202734,202735,,1500_1800,101.483,0.000,101.483,1.000,"LINESTRING (-112.396704 33.672996, -112.391792 33.668313)",
201103AB,202733,202732,,0600_0900,2286.943,0.000,2286.943,1.000,"LINESTRING (-112.394258 33.667258, -112.405622 33.655737)",
201103AB,202733,202732,,1000_1500,21.015,0.000,21.015,1.000,"LINESTRING (-112.394258 33.667258, -112.405622 33.655737)",
201103AB,202733,202732,,1500_1800,11.798,0.000,11.798,1.000,"LINESTRING (-112.394258 33.667258, -112.405622 33.655737)",
201103BA,202732,202733,,0600_0900,2122.059,0.000,2122.059,1.000,"LINESTRING (-112.403340 33.653485, -112.391976 33.665006)",
201103BA,202732,202733,,1000_1500,21.732,0.000,21.732,1.000,"LINESTRING (-112.403340 33.653485, -112.391976 33.665006)",
201103BA,202732,202733,,1500_1800,12.201,0.000,12.201,1.000,"LINESTRING (-112.403340 33.653485, -112.391976 33.665006)",
201104AB,202733,202731,,0600_0900,2845.424,0.000,2845.424,1.000,"LINESTRING (-112.392598 33.667648, -112.400670 33.670412)",
201104AB,202733,202731,,1000_1500,24.187,0.000,24.187,1.000,"LINESTRING (-112.392598 33.667648, -112.400670 33.670412)",
201104AB,202733,202731,,1500_1800,13.579,0.000,13.579,1.000,"LINESTRING (-112.392598 33.667648, -112.400670 33.670412)",
201104BA,202731,202733,,0600_0900,2433.758,0.000,2433.758,1.000,"LINESTRING (-112.401708 33.667380, -112.393636 33.664616)",
201104BA,202731,202733,,1000_1500,22.892,0.000,22.892,1.000,"LINESTRING (-112.401708 33.667380, -112.393636 33.664616)",
201104BA,202731,202733,,1500_1800,12.852,0.000,12.852,1.000,"LINESTRING (-112.401708 33.667380, -112.393636 33.664616)",
201105AB,202730,202729,,0600_0900,9835.275,0.000,9835.275,1.000,"LINESTRING (-112.404632 33.637198, -112.394098 33.637123)",
201105AB,202730,202729,,1000_1500,12.939,0.000,12.939,1.000,"LINESTRING (-112.404632 33.637198, -112.394098 33.637123)",
201105AB,202730,202729,,1500_1800,7.264,0.000,7.264,1.000,"LINESTRING (-112.404632 33.637198, -112.394098 33.637123)",
201105BA,202729,202730,,0600_0900,11554.017,0.000,11554.017,1.000,"LINESTRING (-112.394076 33.640329, -112.404610 33.640404)",
201105BA,202729,202730,,1000_1500,10.654,0.000,10.654,1.000,"LINESTRING (-112.394076 33.640329, -112.404610 33.640404)",
201105BA,202729,202730,,1500_1800,5.981,0.000,5.981,1.000,"LINESTRING (-112.394076 33.640329, -112.404610 33.640404)",
201264AB,622,202623,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.433101 33.645929, -112.432946 33.653246)",
201264AB,622,202623,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.433101 33.645929, -112.432946 33.653246)",
201264AB,622,202623,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.433101 33.645929, -112.432946 33.653246)",
201264BA,202623,622,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.436150 33.653314, -112.436305 33.645997)",
201264BA,202623,622,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.436150 33.653314, -112.436305 33.645997)",
201264BA,202623,622,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.436150 33.653314, -112.436305 33.645997)",
201265AB,622,202622,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.434066 33.644492, -112.426065 33.647957)",
201265AB,622,202622,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.434066 33.644492, -112.426065 33.647957)",
201265AB,622,202622,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.434066 33.644492, -112.426065 33.647957)",
201265BA,202622,622,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.427339 33.650899, -112.435340 33.647434)",
201265BA,202622,622,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.427339 33.650899, -112.435340 33.647434)",
201265BA,202622,622,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.427339 33.650899, -112.435340 33.647434)",
201266AB,624,202732,,0600_0900,436.046,0.000,436.046,1.000,"LINESTRING (-112.397135 33.647341, -112.403191 33.655562)",
201266AB,624,202732,,1000_1500,0.551,0.000,0.551,1.000,"LINESTRING (-112.397135 33.647341, -112.403191 33.655562)",
201266AB,624,202732,,1500_1800,0.310,0.000,0.310,1.000,"LINESTRING (-112.397135 33.647341, -112.403191 33.655562)",
201266BA,202732,624,,0600_0900,826.236,0.000,826.236,1.000,"LINESTRING (-112.405771 33.653660, -112.399715 33.645439)",
201266BA,202732,624,,1000_1500,0.585,0.000,0.585,1.000,"LINESTRING (-112.405771 33.653660, -112.399715 33.645439)",
201266BA,202732,624,,1500_1800,0.328,0.000,0.328,1.000,"LINESTRING (-112.405771 33.653660, -112.399715 33.645439)",
201267AB,628,202621,,0600_0900,95.161,0.000,95.161,1.000,"LINESTRING (-112.434752 33.629866, -112.426683 33.629942)",
201267AB,628,202621,,1000_1500,40.159,0.000,40.159,1.000,"LINESTRING (-112.434752 33.629866, -112.426683 33.629942)",
201267AB,628,202621,,1500_1800,22.546,0.000,22.546,1.000,"LINESTRING (-112.434752 33.629866, -112.426683 33.629942)",
201267BA,202621,628,,0600_0900,131.551,0.000,131.551,1.000,"LINESTRING (-112.426713 33.633148, -112.434782 33.633072)",
201267BA,202621,628,,1000_1500,41.349,0.000,41.349,1.000,"LINESTRING (-112.426713 33.633148, -112.434782 33.633072)",
201267BA,202621,628,,1500_1800,23.214,0.000,23.214,1.000,"LINESTRING (-112.426713 33.633148, -112.434782 33.633072)",
201268AB,202620,202623,,0600_0900,372.364,0.000,372.364,1.000,"LINESTRING (-112.426813 33.654843, -112.434540 33.654883)",
201268AB,202620,202623,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.426813 33.654843, -112.434540 33.654883)",
201268AB,202620,202623,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.426813 33.654843, -112.434540 33.654883)",
201268BA,202623,202620,,0600_0900,338.887,0.000,338.887,1.000,"LINESTRING (-112.434556 33.651677, -112.426829 33.651637)",
201268BA,202623,202620,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.434556 33.651677, -112.426829 33.651637)",
201268BA,202623,202620,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.434556 33.651677, -112.426829 33.651637)",
201269AB,202620,202622,,0600_0900,668.940,0.000,668.940,1.000,"LINESTRING (-112.428423 33.653190, -112.428304 33.649378)",
201269AB,202620,202622,,1000_1500,18.783,0.000,18.783,1.000,"LINESTRING (-112.428423 33.653190, -112.428304 33.649378)",
201269AB,202620,202622,,1500_1800,10.545,0.000,10.545,1.000,"LINESTRING (-112.428423 33.653190, -112.428304 33.649378)",
201269BA,202622,202620,,0600_0900,1010.885,0.000,1010.885,1.000,"LINESTRING (-112.425100 33.649478, -112.425219 33.653290)",
201269BA,202622,202620,,1000_1500,19.229,0.000,19.229,1.000,"LINESTRING (-112.425100 33.649478, -112.425219 33.653290)",
201269BA,202622,202620,,1500_1800,10.795,0.000,10.795,1.000,"LINESTRING (-112.425100 33.649478, -112.425219 33.653290)",
201270AB,202732,202619,,0600_0900,920.668,0.000,920.668,1.000,"LINESTRING (-112.406023 33.655049, -112.408478 33.646407)",
201270AB,202732,202619,,1000_1500,20.430,0.000,20.430,1.000,"LINESTRING (-112.406023 33.655049, -112.408478 33.646407)",
201270AB,202732,202619,,1500_1800,11.470,0.000,11.470,1.000,"LINESTRING (-112.406023 33.655049, -112.408478 33.646407)",
201270BA,202619,202732,,0600_0900,851.869,0.000,851.869,1.000,"LINESTRING (-112.405394 33.645531, -112.402939 33.654173)",
201270BA,202619,202732,,1000_1500,21.181,0.000,21.181,1.000,"LINESTRING (-112.405394 33.645531, -112.402939 33.654173)",
201270BA,202619,202732,,1500_1800,11.891,0.000,11.891,1.000,"LINESTRING (-112.405394 33.645531, -112.402939 33.654173)",
201271AB,202618,202617,,0600_0900,12771.275,0.000,12771.275,1.000,"LINESTRING (-112.426763 33.640475, -112.433958 33.640387)",
201271AB,202618,202617,,1000_1500,56.005,0.000,56.005,1.000,"LINESTRING (-112.426763 33.640475, -112.433958 33.640387)",
201271AB,202618,202617,,1500_1800,31.442,0.000,31.442,1.000,"LINESTRING (-112.426763 33.640475, -112.433958 33.640387)",
201271BA,202617,202618,,0600_0900,8432.715,0.000,8432.715,1.000,"LINESTRING (-112.433918 33.637181, -112.426723 33.637269)",
201271BA,202617,202618,,1000_1500,54.556,0.000,54.556,1.000,"LINESTRING (-112.433918 33.637181, -112.426723 33.637269)",
201271BA,202617,202618,,1500_1800,30.629,0.000,30.629,1.000,"LINESTRING (-112.433918 33.637181, -112.426723 33.637269)",
201273AB,202616,202615,,0600_0900,372.364,0.000,372.364,1.000,"LINESTRING (-112.437152 33.653030, -112.435910 33.645035)",
201273AB,202616,202615,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.437152 33.653030, -112.435910 33.645035)",
201273AB,202616,202615,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.437152 33.653030, -112.435910 33.645035)",
201273BA,202615,202616,,0600_0900,338.887,0.000,338.887,1.000,"LINESTRING (-112.432742 33.645527, -112.433984 33.653522)",
201273BA,202615,202616,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.432742 33.645527, -112.433984 33.653522)",
201273BA,202615,202616,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.432742 33.645527, -112.433984 33.653522)",
201274AB,202614,202613,,0600_0900,476.559,0.000,476.559,1.000,"LINESTRING (-112.424380 33.658235, -112.427164 33.662001)",
201274AB,202614,202613,,1000_1500,19.229,0.000,19.229,1.000,"LINESTRING (-112.424380 33.658235, -112.427164 33.662001)",
201274AB,202614,202613,,1500_1800,10.795,0.000,10.795,1.000,"LINESTRING (-112.424380 33.658235, -112.427164 33.662001)",
201274BA,202613,202614,,0600_0900,462.195,0.000,462.195,1.000,"LINESTRING (-112.429742 33.660095, -112.426958 33.656329)",
201274BA,202613,202614,,1000_1500,18.783,0.000,18.783,1.000,"LINESTRING (-112.429742 33.660095, -112.426958 33.656329)",
201274BA,202613,202614,,1500_1800,10.545,0.000,10.545,1.000,"LINESTRING (-112.429742 33.660095, -112.426958 33.656329)",
201275AB,202612,202611,,0600_0900,6120.235,0.000,6120.235,1.000,"LINESTRING (-112.418240 33.640639, -112.407114 33.677112)",
201275AB,202612,202611,,1000_1500,1576.389,0.000,1576.389,1.000,"LINESTRING (-112.418240 33.640639, -112.407114 33.677112)",
201275AB,202612,202611,,1500_1800,885.005,0.000,885.005,1.000,"LINESTRING (-112.418240 33.640639, -112.407114 33.677112)",
201276AB,202610,202609,,0600_0900,476.559,0.000,476.559,1.000,"LINESTRING (-112.426238 33.663720, -112.424032 33.665198)",
201276AB,202610,202609,,1000_1500,19.229,0.000,19.229,1.000,"LINESTRING (-112.426238 33.663720, -112.424032 33.665198)",
201276AB,202610,202609,,1500_1800,10.795,0.000,10.795,1.000,"LINESTRING (-112.426238 33.663720, -112.424032 33.665198)",
201276BA,202609,202610,,0600_0900,462.195,0.000,462.195,1.000,"LINESTRING (-112.425816 33.667862, -112.428022 33.666384)",
201276BA,202609,202610,,1000_1500,18.783,0.000,18.783,1.000,"LINESTRING (-112.425816 33.667862, -112.428022 33.666384)",
201276BA,202609,202610,,1500_1800,10.545,0.000,10.545,1.000,"LINESTRING (-112.425816 33.667862, -112.428022 33.666384)",
201277AB,202608,202607,,0600_0900,10597.279,0.000,10597.279,1.000,"LINESTRING (-112.407417 33.677491, -112.418467 33.640626)",
201277AB,202608,202607,,1000_1500,1541.799,0.000,1541.799,1.000,"LINESTRING (-112.407417 33.677491, -112.418467 33.640626)",
201277AB,202608,202607,,1500_1800,865.586,0.000,865.586,1.000,"LINESTRING (-112.407417 33.677491, -112.418467 33.640626)",
201278AB,628,202617,,0600_0900,2724.129,0.000,2724.129,1.000,"LINESTRING (-112.433174 33.631289, -112.432345 33.638604)",
201278AB,628,202617,,1000_1500,2.865,0.000,2.865,1.000,"LINESTRING (-112.433174 33.631289, -112.432345 33.638604)",
201278AB,628,202617,,1500_1800,1.609,0.000,1.609,1.000,"LINESTRING (-112.433174 33.631289, -112.432345 33.638604)",
201278BA,202617,628,,0600_0900,4816.643,0.000,4816.643,1.000,"LINESTRING (-112.435531 33.638964, -112.436360 33.631649)",
201278BA,202617,628,,1000_1500,3.314,0.000,3.314,1.000,"LINESTRING (-112.435531 33.638964, -112.436360 33.631649)",
201278BA,202617,628,,1500_1800,1.860,0.000,1.860,1.000,"LINESTRING (-112.435531 33.638964, -112.436360 33.631649)",
201279AB,628,202746,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.435365 33.632956, -112.453429 33.625687)",
201279AB,628,202746,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.435365 33.632956, -112.453429 33.625687)",
201279AB,628,202746,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.435365 33.632956, -112.453429 33.625687)",
201279BA,202746,628,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.452233 33.622713, -112.434169 33.629982)",
201279BA,202746,628,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.452233 33.622713, -112.434169 33.629982)",
201279BA,202746,628,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.452233 33.622713, -112.434169 33.629982)",
201280AB,202606,202909,,0600_0900,6233.303,0.000,6233.303,1.000,"LINESTRING (-112.435099 33.640411, -112.452714 33.640116)",
201280AB,202606,202909,,1000_1500,18.033,0.000,18.033,1.000,"LINESTRING (-112.435099 33.640411, -112.452714 33.640116)",
201280AB,202606,202909,,1500_1800,10.124,0.000,10.124,1.000,"LINESTRING (-112.435099 33.640411, -112.452714 33.640116)",
201280BA,202909,202606,,0600_0900,5204.426,0.000,5204.426,1.000,"LINESTRING (-112.452660 33.636910, -112.435045 33.637205)",
201280BA,202909,202606,,1000_1500,17.947,0.000,17.947,1.000,"LINESTRING (-112.452660 33.636910, -112.435045 33.637205)",
201280BA,202909,202606,,1500_1800,10.076,0.000,10.076,1.000,"LINESTRING (-112.452660 33.636910, -112.435045 33.637205)",
201283AB,628,202745,,0600_0900,984.087,0.000,984.087,1.000,"LINESTRING (-112.436363 33.631621, -112.437052 33.624393)",
201283AB,628,202745,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.436363 33.631621, -112.437052 33.624393)",
201283AB,628,202745,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.436363 33.631621, -112.437052 33.624393)",
201283BA,202745,628,,0600_0900,1494.923,0.000,1494.923,1.000,"LINESTRING (-112.433860 33.624089, -112.433171 33.631317)",
201283BA,202745,628,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.433860 33.624089, -112.433171 33.631317)",
201283BA,202745,628,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.433860 33.624089, -112.433171 33.631317)",
201284AB,622,202617,,0600_0900,1106.253,0.000,1106.253,1.000,"LINESTRING (-112.436297 33.645793, -112.435532 33.638614)",
201284AB,622,202617,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.436297 33.645793, -112.435532 33.638614)",
201284AB,622,202617,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.436297 33.645793, -112.435532 33.638614)",
201284BA,202617,622,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.432344 33.638954, -112.433109 33.646133)",
201284BA,202617,622,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.432344 33.638954, -112.433109 33.646133)",
201284BA,202617,622,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.432344 33.638954, -112.433109 33.646133)",
201285AB,202606,202615,,0600_0900,2346.244,0.000,2346.244,1.000,"LINESTRING (-112.433480 33.638624, -112.432734 33.645097)",
201285AB,202606,202615,,1000_1500,34.659,0.000,34.659,1.000,"LINESTRING (-112.433480 33.638624, -112.432734 33.645097)",
201285AB,202606,202615,,1500_1800,19.458,0.000,19.458,1.000,"LINESTRING (-112.433480 33.638624, -112.432734 33.645097)",
201285BA,202615,202606,,0600_0900,22.822,0.000,22.822,1.000,"LINESTRING (-112.435918 33.645465, -112.436664 33.638992)",
201285BA,202615,202606,,1000_1500,33.744,0.000,33.744,1.000,"LINESTRING (-112.435918 33.645465, -112.436664 33.638992)",
201285BA,202615,202606,,1500_1800,18.944,0.000,18.944,1.000,"LINESTRING (-112.435918 33.645465, -112.436664 33.638992)",
201286AB,202617,202606,,0600_0900,8445.552,0.000,8445.552,1.000,"LINESTRING (-112.433904 33.640386, -112.435038 33.640410)",
201286AB,202617,202606,,1000_1500,52.691,0.000,52.691,1.000,"LINESTRING (-112.433904 33.640386, -112.435038 33.640410)",
201286AB,202617,202606,,1500_1800,29.582,0.000,29.582,1.000,"LINESTRING (-112.433904 33.640386, -112.435038 33.640410)",
201286BA,202606,202617,,0600_0900,5093.253,0.000,5093.253,1.000,"LINESTRING (-112.435106 33.637206, -112.433972 33.637182)",
201286BA,202606,202617,,1000_1500,51.691,0.000,51.691,1.000,"LINESTRING (-112.435106 33.637206, -112.433972 33.637182)",
201286BA,202606,202617,,1500_1800,29.020,0.000,29.020,1.000,"LINESTRING (-112.435106 33.637206, -112.433972 33.637182)",
201287AB,622,202615,,0600_0900,361.709,0.000,361.709,1.000,"LINESTRING (-112.436106 33.645188, -112.435729 33.644506)",
201287AB,622,202615,,1000_1500,33.744,0.000,33.744,1.000,"LINESTRING (-112.436106 33.645188, -112.435729 33.644506)",
201287AB,622,202615,,1500_1800,18.944,0.000,18.944,1.000,"LINESTRING (-112.436106 33.645188, -112.435729 33.644506)",
201287BA,202615,622,,0600_0900,2718.607,0.000,2718.607,1.000,"LINESTRING (-112.432923 33.646056, -112.433300 33.646738)",
201287BA,202615,622,,1000_1500,34.659,0.000,34.659,1.000,"LINESTRING (-112.432923 33.646056, -112.433300 33.646738)",
201287BA,202615,622,,1500_1800,19.458,0.000,19.458,1.000,"LINESTRING (-112.432923 33.646056, -112.433300 33.646738)",
201288AB,202623,202616,,0600_0900,372.364,0.000,372.364,1.000,"LINESTRING (-112.434548 33.654883, -112.435568 33.654879)",
201288AB,202623,202616,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.434548 33.654883, -112.435568 33.654879)",
201288AB,202623,202616,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.434548 33.654883, -112.435568 33.654879)",
201288BA,202616,202623,,0600_0900,338.887,0.000,338.887,1.000,"LINESTRING (-112.435568 33.651673, -112.434548 33.651677)",
201288BA,202616,202623,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.435568 33.651673, -112.434548 33.651677)",
201288BA,202616,202623,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.435568 33.651673, -112.434548 33.651677)",
201289AB,202613,202610,,0600_0900,476.559,0.000,476.559,1.000,"LINESTRING (-112.426931 33.660545, -112.425608 33.664549)",
201289AB,202613,202610,,1000_1500,19.229,0.000,19.229,1.000,"LINESTRING (-112.426931 33.660545, -112.425608 33.664549)",
201289AB,202613,202610,,1500_1800,10.795,0.000,10.795,1.000,"LINESTRING (-112.426931 33.660545, -112.425608 33.664549)",
201289BA,202610,202613,,0600_0900,462.195,0.000,462.195,1.000,"LINESTRING (-112.428652 33.665555, -112.429975 33.661551)",
201289BA,202610,202613,,1000_1500,18.783,0.000,18.783,1.000,"LINESTRING (-112.428652 33.665555, -112.429975 33.661551)",
201289BA,202610,202613,,1500_1800,10.545,0.000,10.545,1.000,"LINESTRING (-112.428652 33.665555, -112.429975 33.661551)",
201290AB,620,202904,,0600_0900,9.877,0.000,9.877,1.000,"LINESTRING (-112.433611 33.685677, -112.441238 33.683563)",
201290AB,620,202904,,1000_1500,0.049,0.000,0.049,1.000,"LINESTRING (-112.433611 33.685677, -112.441238 33.683563)",
201290AB,620,202904,,1500_1800,0.027,0.000,0.027,1.000,"LINESTRING (-112.433611 33.685677, -112.441238 33.683563)",
201290BA,202904,620,,0600_0900,90.396,0.000,90.396,1.000,"LINESTRING (-112.440382 33.680473, -112.432755 33.682587)",
201290BA,202904,620,,1000_1500,0.071,0.000,0.071,1.000,"LINESTRING (-112.440382 33.680473, -112.432755 33.682587)",
